RefId,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNZIP1,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
4240,2006,3,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,GREY,AUTO,Covers,49143,AMERICAN,SPECIALTY,CHRYSLER,8078.0,9204.0,9224.0,10440.0,8362.0,9498.0,9531.0,10758.0,33809,9625.0,No,975,No
4241,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,WHITE,AUTO,Alloy,62818,AMERICAN,MEDIUM SUV,GM,7839.0,9217.0,8966.0,10454.0,7809.0,8956.0,8934.0,10172.0,33809,8445.0,No,1020,No
4242,2004,5,CHEVROLET,IMPALA 3.8L V6 SFI,LS,4D SEDAN LS,GOLD,AUTO,Alloy,72753,AMERICAN,LARGE,GM,5669.0,6956.0,6623.0,8012.0,5538.0,6821.0,6481.0,7867.0,33809,6395.0,No,1974,Yes
4243,2005,4,DODGE,MAGNUM V6 3.5L V6 MP,SE,WAGON 3.5L,RED,AUTO,Alloy,70989,AMERICAN,SPECIALTY,CHRYSLER,7988.0,9331.0,9127.0,10577.0,4697.0,5941.0,5573.0,6916.0,33809,8910.0,No,1389,No
4244,2001,8,MAZDA,PROTEGE 2.0L I-4 EFI,ES,4D SEDAN LX,GREEN,AUTO,Alloy,75150,OTHER ASIAN,COMPACT,OTHER,2396.0,3278.0,3088.0,4040.0,2396.0,3278.0,3088.0,4040.0,33809,4675.0,No,1103,Yes
4245,2008,1,FORD,TAURUS 3.5L V6 24V /,SEL,4D SEDAN SEL,BEIGE,AUTO,Alloy,86492,AMERICAN,MEDIUM,FORD,14366.0,17084.0,16015.0,18951.0,11340.0,13771.0,12747.0,15373.0,33809,8145.0,No,1633,No
4246,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,GREY,AUTO,Alloy,70608,AMERICAN,MEDIUM,CHRYSLER,3596.0,4696.0,4384.0,5572.0,3753.0,4844.0,4553.0,5732.0,33809,5295.0,No,1389,No
4247,2008,1,MERCURY,SABLE 3.5L V6 24V /,Bas,4D SEDAN,BLUE,AUTO,Alloy,87861,AMERICAN,MEDIUM,FORD,15305.0,17622.0,17029.0,19532.0,10431.0,12996.0,15073.0,17528.0,33809,9860.0,No,983,No
4248,2005,4,SUZUKI,XL-7 2WD 2.7L V6 MFI,EX,4D SPORT UTILITY EX,SILVER,AUTO,Alloy,81937,OTHER ASIAN,MEDIUM SUV,OTHER,5085.0,6164.0,5992.0,7157.0,5370.0,6495.0,6300.0,7515.0,33809,5795.0,No,983,Yes
4249,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,SILVER,AUTO,Covers,76372,AMERICAN,VAN,CHRYSLER,5793.0,7831.0,6756.0,8957.0,5962.0,7603.0,6939.0,8711.0,33809,7310.0,No,1623,No
4250,2003,6,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,RED,AUTO,Covers,79784,OTHER ASIAN,MEDIUM,OTHER,2449.0,3252.0,3145.0,4012.0,2810.0,3701.0,3535.0,4497.0,33809,4575.0,No,869,No
4251,2005,4,FORD,FREESTYLE FWD V6 3.0,SE,4D CUV 3.0L SE,SILVER,AUTO,Alloy,62843,AMERICAN,CROSSOVER,FORD,7272.0,8733.0,8354.0,9932.0,6639.0,7843.0,10182.0,11752.0,33809,7710.0,No,1313,No
4252,2005,4,PONTIAC,SUNFIRE 2.2L I4 MPI,Other,2D COUPE SE,RED,MANUAL,Covers,63381,AMERICAN,COMPACT,GM,3975.0,5289.0,4793.0,6212.0,3362.0,4341.0,4131.0,5188.0,33809,4200.0,No,1020,No
4253,2003,6,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,BROWN,AUTO,Alloy,63520,AMERICAN,LARGE,GM,3065.0,4191.0,3810.0,5026.0,2836.0,3961.0,6419.0,7303.0,33809,5695.0,No,2003,No
4254,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,GOLD,AUTO,Covers,86335,AMERICAN,COMPACT,GM,4368.0,5346.0,8300.0,9222.0,5401.0,6438.0,8616.0,10010.0,33809,4785.0,No,853,No
4255,2007,3,HYUNDAI,ACCENT,GS,2D COUPE GS,RED,AUTO,Covers,70055,OTHER ASIAN,COMPACT,OTHER,5141.0,6202.0,8553.0,9644.0,5398.0,6250.0,8910.0,9864.0,33809,5705.0,No,920,No
4256,2006,4,FORD,FUSION 4C,S,4D SEDAN S,GREY,AUTO,Covers,64796,AMERICAN,MEDIUM,FORD,6511.0,8008.0,10264.0,11464.0,6246.0,7425.0,9753.0,10908.0,33809,8020.0,No,728,No
4257,2005,5,CHEVROLET,MALIBU V6,Bas,4D SEDAN,SILVER,AUTO,Covers,85821,AMERICAN,MEDIUM,GM,4760.0,5724.0,8204.0,9013.0,5905.0,7764.0,9015.0,10856.0,33809,6540.0,No,1373,No
4258,2003,7,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED,SILVER,AUTO,Alloy,53835,AMERICAN,MEDIUM,CHRYSLER,3944.0,4887.0,7369.0,8914.0,3664.0,4212.0,6767.0,7461.0,33809,6205.0,No,1386,No
4259,2004,6,CHRYSLER,SEBRING V6,Other,2D CONVERTIBLE GTC,SILVER,AUTO,Alloy,71032,AMERICAN,MEDIUM,CHRYSLER,3538.0,4531.0,7370.0,8055.0,3802.0,5024.0,7143.0,8526.0,33809,6705.0,No,1272,No
4260,2002,8,DODGE,1500 RAM PICKUP 4WD,ST,QUAD CAB 4.7L,WHITE,AUTO,Alloy,81070,AMERICAN,LARGE TRUCK,CHRYSLER,6714.0,7742.0,10802.0,12456.0,6341.0,7418.0,10346.0,11599.0,33809,9740.0,No,2193,No
4261,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GOLD,AUTO,Alloy,86156,AMERICAN,LARGE,GM,8219.0,9414.0,11817.0,13219.0,7736.0,8836.0,11578.0,12704.0,33809,8155.0,No,2152,No
4262,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,BEIGE,AUTO,Alloy,56828,AMERICAN,MEDIUM,GM,6999.0,8185.0,10190.0,11688.0,6603.0,7751.0,10018.0,11254.0,33809,8620.0,No,1003,No
4263,2003,7,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,Covers,71602,AMERICAN,LARGE,GM,3567.0,4575.0,5952.0,7266.0,2918.0,4123.0,6376.0,7348.0,33809,6605.0,No,2274,No
4264,2003,6,DODGE,1500 RAM PICKUP 2WD,Lar,QUAD CAB 5.7L SLT,MAROON,AUTO,Alloy,85657,AMERICAN,LARGE TRUCK,CHRYSLER,6707.0,8337.0,7744.0,9504.0,7413.0,8796.0,8506.0,10000.0,75050,8240.0,No,1283,Yes
4265,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,Other,4D SEDAN,SILVER,AUTO,Covers,46973,OTHER ASIAN,MEDIUM,OTHER,4239.0,5016.0,5078.0,5917.0,4732.0,5632.0,5611.0,6583.0,75050,5525.0,No,482,No
4266,2006,3,MITSUBISHI,ENDEAVOR FWD 3.8L V6,LS,4D SPORT UTILITY LS,BLACK,AUTO,Alloy,67614,OTHER ASIAN,MEDIUM SUV,OTHER,7713.0,9104.0,8830.0,10332.0,7987.0,9511.0,9126.0,10772.0,75050,7485.0,No,533,No
4267,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,Other,4D SEDAN,GOLD,AUTO,Covers,33173,OTHER ASIAN,MEDIUM,OTHER,4311.0,5165.0,5156.0,6078.0,4230.0,5126.0,5068.0,6036.0,75050,6270.0,No,462,No
4268,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,BLUE,AUTO,Alloy,66874,AMERICAN,MEDIUM,CHRYSLER,4868.0,5901.0,5757.0,6873.0,5307.0,6163.0,6232.0,7156.0,75050,6325.0,No,1020,Yes
4269,2006,3,DODGE,CHARGER 2.7L V6 MPI,Bas,4D SEDAN,WHITE,AUTO,Covers,66656,AMERICAN,SPECIALTY,CHRYSLER,9115.0,10447.0,10344.0,11783.0,9556.0,10794.0,10820.0,12158.0,75050,10150.0,No,1215,No
4270,2006,3,MAZDA,MAZDA6 2.3L I4 MFI /,i,4D SEDAN I,BEIGE,AUTO,Covers,76518,OTHER ASIAN,MEDIUM,OTHER,7845.0,9124.0,8973.0,10354.0,8527.0,10204.0,9709.0,11520.0,75050,6870.0,No,1272,No
4271,2005,4,SUZUKI,FORENZA 2.0L I4 EFI,S,4D SEDAN,WHITE,AUTO,Covers,51544,OTHER ASIAN,MEDIUM,OTHER,3628.0,4466.0,4418.0,5323.0,3227.0,4075.0,3985.0,4901.0,75050,4510.0,No,505,No
4272,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,WHITE,AUTO,Alloy,52583,AMERICAN,MEDIUM,FORD,3979.0,4997.0,4797.0,5897.0,12546.0,14967.0,14050.0,16664.0,75050,5925.0,No,754,No
4273,2005,4,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,WHITE,AUTO,Covers,59439,OTHER ASIAN,MEDIUM,OTHER,6213.284478902639,7478.728939913523,8604.835694050991,9982.708662591322,6184.446735905044,7457.747181008902,8832.858753709199,10222.11646884273,75050,4910.0,No,671,No
4274,2007,2,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,BLUE,AUTO,Covers,85630,AMERICAN,VAN,CHRYSLER,7810.0,8548.0,8935.0,9732.0,7848.0,8934.0,8976.0,10149.0,75050,6325.0,No,1763,No
4275,2005,4,CHRYSLER,SEBRING V6 2.7L V6 M,Tou,4D SEDAN TOURING,SILVER,AUTO,Alloy,77438,AMERICAN,MEDIUM,CHRYSLER,5210.0,6614.0,6127.0,7643.0,4479.0,5475.0,5337.0,6413.0,75050,5110.0,No,1272,Yes
4276,2006,3,HYUNDAI,ELANTRA MFI I-4 2.0L,GLS,4D SEDAN,SILVER,AUTO,Covers,40420,OTHER ASIAN,MEDIUM,OTHER,5798.0,6747.0,6762.0,7787.0,5297.0,6319.0,6221.0,7325.0,75050,5225.0,No,482,No
4277,2005,4,FORD,F150 PICKUP 2WD V8 5,Lar,CREW CAB 5.4L XLT,GREY,AUTO,Alloy,78853,AMERICAN,LARGE TRUCK,FORD,14738.0,17448.0,16417.0,19344.0,14030.0,15686.0,15652.0,17441.0,75050,11360.0,No,803,No
4278,2004,5,PONTIAC,GRAND AM V6 3.4L V6,SE,4D SEDAN SE1,GREY,AUTO,Covers,54619,AMERICAN,MEDIUM,GM,4140.0,5333.0,4971.0,6260.0,3628.0,4719.0,4418.0,5597.0,75050,5325.0,No,1666,No
4279,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,MAROON,AUTO,Covers,89550,AMERICAN,MEDIUM,GM,3136.0,4063.0,3887.0,4888.0,2673.0,3590.0,3387.0,4377.0,75050,4210.0,No,2712,Yes
4280,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,RED,AUTO,Covers,85091,AMERICAN,LARGE,GM,5128.0,6460.0,6038.0,7477.0,4433.0,5954.0,5288.0,6930.0,75050,6325.0,No,2152,No
4281,2005,4,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,RED,AUTO,Covers,52531,OTHER ASIAN,MEDIUM,OTHER,4216.0,5031.0,5053.0,5933.0,4295.0,5224.0,5139.0,6142.0,75050,4210.0,No,505,No
4282,2004,5,JEEP,GRAND CHEROKEE 2WD 6,Lar,4D WAGON,RED,AUTO,Alloy,87334,AMERICAN,MEDIUM SUV,CHRYSLER,5552.0,7218.0,6496.0,8295.0,5783.0,7122.0,6746.0,8192.0,75050,7740.0,No,1893,No
4283,2004,5,CHEVROLET,SUBURBAN 1500 2WD 5.,150,4D UTILITY 5.3L FFV LT,GREY,AUTO,Alloy,83153,AMERICAN,LARGE SUV,GM,8960.0,10026.0,10177.0,11328.0,8960.0,10026.0,10177.0,11328.0,75050,11050.0,No,1763,No
4284,2005,4,FORD,FIVE HUNDRED 3.0L V6,Lim,4D SEDAN LIMITED AWD,SILVER,AUTO,Alloy,87265,AMERICAN,LARGE,FORD,8651.0,10693.0,9843.0,12048.0,8651.0,10693.0,9843.0,12048.0,75050,7640.0,No,1763,No
4285,2002,7,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,2D COUPE,RED,AUTO,Covers,83743,AMERICAN,COMPACT,GM,1829.0,2720.0,2475.0,3438.0,1829.0,2720.0,2475.0,3438.0,75050,3210.0,No,1543,No
4286,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN TOURING,WHITE,AUTO,Covers,63631,AMERICAN,MEDIUM,CHRYSLER,4273.0,5223.0,5115.0,6141.0,4273.0,5223.0,5115.0,6141.0,75050,5725.0,No,1215,No
4287,2005,4,JEEP,LIBERTY 2WD V6 3.7L,Spo,4D SUV,GREY,AUTO,Alloy,61048,AMERICAN,SMALL SUV,CHRYSLER,6813.0,8206.0,7858.0,9362.0,6813.0,8206.0,7858.0,9362.0,75050,7385.0,No,630,No
4288,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,WHITE,AUTO,Covers,71846,AMERICAN,MEDIUM,CHRYSLER,4481.0,6235.0,5339.0,7234.0,4065.0,5713.0,4890.0,6670.0,75050,4810.0,No,1389,No
4289,2006,3,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,WHITE,AUTO,Covers,78790,AMERICAN,SPECIALTY,CHRYSLER,7500.0,8740.0,8600.0,9939.0,7500.0,8740.0,8600.0,9939.0,75050,7440.0,No,1389,No
4290,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,RED,AUTO,Covers,74687,AMERICAN,LARGE,GM,4573.0,5967.0,5439.0,6944.0,4573.0,5967.0,5439.0,6944.0,75050,6325.0,No,1974,No
4291,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,WHITE,AUTO,Alloy,84535,AMERICAN,LARGE,GM,6897.0,8449.0,7949.0,9625.0,6897.0,8449.0,7949.0,9625.0,75050,6360.0,No,2152,No
4292,2003,6,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,Alloy,87659,AMERICAN,MEDIUM,FORD,2296.0,3310.0,2980.0,4075.0,2939.0,4243.0,3674.0,5082.0,75050,3610.0,No,1283,No
4293,2005,4,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,SILVER,AUTO,Alloy,64922,AMERICAN,MEDIUM,GM,5337.0,6469.0,6264.0,7487.0,5349.0,6707.0,6277.0,7744.0,75050,4810.0,No,728,No
4294,2004,5,PONTIAC,SUNFIRE 2.2L I4 MPI,SE,2D COUPE,BLACK,AUTO,Covers,65585,AMERICAN,COMPACT,GM,3035.0,4192.0,3778.0,5027.0,3093.0,4245.0,3840.0,5085.0,75050,4410.0,No,1020,No
4295,2006,3,NISSAN,ALTIMA 2.5L I4 MPI,Bas,4D SEDAN,GREEN,AUTO,Covers,75691,TOP LINE ASIAN,MEDIUM,OTHER,9096.0,10776.0,10324.0,12138.0,9366.0,11217.0,10615.0,12614.0,75050,7840.0,No,686,No
4296,2003,6,CHRYSLER,PT CRUISER 2.4L I4 M,Tou,4D SEDAN LIMITED,RED,AUTO,Alloy,36051,AMERICAN,MEDIUM,CHRYSLER,3753.0,4755.0,4553.0,5635.0,3753.0,4755.0,4553.0,5635.0,75050,5270.0,No,1182,Yes
4297,2005,4,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,GREEN,AUTO,Covers,61586,OTHER ASIAN,MEDIUM,OTHER,6213.284478902639,7478.728939913523,8604.835694050991,9982.708662591322,6184.446735905044,7457.747181008902,8832.858753709199,10222.11646884273,75050,4110.0,No,728,Yes
4298,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,SILVER,AUTO,Covers,80142,AMERICAN,LARGE,GM,4530.0,5949.0,5392.0,6925.0,4591.0,6005.0,5458.0,6985.0,75050,4510.0,No,2152,No
4299,2004,5,FORD,EXPLORER 2WD V6 4.0L,XLS,4D SUV 4.0L FFV XLS,BLACK,AUTO,Alloy,65222,AMERICAN,MEDIUM SUV,FORD,5341.0,6624.0,6268.0,7654.0,5478.0,6782.0,6416.0,7825.0,75050,7340.0,No,1020,Yes
4300,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,Other,4D SEDAN,RED,AUTO,Covers,45271,OTHER ASIAN,MEDIUM,OTHER,5451.0,6586.0,6387.0,7613.0,5890.0,6825.0,6861.0,7871.0,75050,5325.0,No,482,No
4301,2004,5,BUICK,RAINIER AWD V6 4.2L,Other,4D SUV,BLACK,AUTO,Alloy,82534,AMERICAN,MEDIUM SUV,GM,7069.0,8498.0,8135.0,9678.0,8224.0,10295.0,9382.0,11619.0,75050,7685.0,No,2152,No
4302,2003,6,FORD,ESCAPE 4WD V6 3.0L V,XLT,4D CUV 3.0L XLT,RED,AUTO,Alloy,87542,AMERICAN,SMALL SUV,FORD,5409.0,6973.0,6342.0,8031.0,6037.0,7591.0,7020.0,8698.0,75050,6625.0,No,1803,Yes
4303,2006,3,FORD,F150 PICKUP 2WD V8 4,XLT,CREW CAB 4.6L XLT,GREY,AUTO,Alloy,90716,AMERICAN,LARGE TRUCK,FORD,14088.0,16463.0,15715.0,18280.0,11606.0,13941.0,17487.0,20177.0,75050,11305.0,No,909,No
4304,2007,2,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,BLACK,AUTO,Covers,69371,AMERICAN,COMPACT,GM,6961.0,7774.0,8018.0,8896.0,5663.0,6638.0,6616.0,7669.0,75050,5725.0,No,728,No
4305,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,Covers,45519,AMERICAN,MEDIUM,CHRYSLER,4433.0,5495.0,5288.0,6435.0,4435.0,5670.0,5290.0,6624.0,75050,6360.0,No,975,No
4306,2004,5,PONTIAC,SUNFIRE 2.2L I4 MPI,SE,2D COUPE,SILVER,AUTO,Covers,77268,AMERICAN,COMPACT,GM,2973.0,4082.0,3711.0,4909.0,2666.0,3627.0,3379.0,4417.0,75050,4210.0,No,1155,No
4307,2004,5,SATURN,VUE 2WD 4C 2.2L I4 M,Other,4D CUV 2.2L,WHITE,AUTO,Alloy,76572,AMERICAN,MEDIUM SUV,GM,3976.0,5233.0,4794.0,6152.0,4001.0,5233.0,4821.0,6152.0,75050,4910.0,No,1623,No
4308,2006,3,MITSUBISHI,GALANT 4C 2.4L I4 EF,Other,4D SEDAN DE,BLUE,AUTO,Covers,72560,OTHER ASIAN,MEDIUM,OTHER,7001.0,8395.0,8061.0,9567.0,7214.0,8454.0,8291.0,9630.0,75050,6725.0,No,569,No
4309,2003,6,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SXT,WHITE,AUTO,Alloy,95708,AMERICAN,VAN,CHRYSLER,3464.0,5226.0,4241.0,6144.0,3192.0,4762.0,3947.0,5643.0,75050,4610.0,No,2218,Yes
4310,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,BLACK,AUTO,Covers,87191,AMERICAN,LARGE,GM,7152.0,8519.0,8224.0,9701.0,7048.0,8107.0,10558.0,11695.0,75050,7125.0,No,2152,No
4311,2005,4,FORD,ESCAPE 2WD 4C 2.3L I,XLS,4D CUV 2.3L XLS,GREEN,AUTO,Alloy,83345,AMERICAN,SMALL SUV,FORD,6084.0,7985.0,7071.0,9124.0,5568.0,6906.0,8565.0,9963.0,75050,6425.0,No,983,No
4312,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,SILVER,AUTO,Covers,60757,AMERICAN,LARGE,GM,7232.0,8509.0,8311.0,9690.0,6814.0,8128.0,10737.0,12241.0,75050,8140.0,No,1703,No
4313,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L SE,BLUE,AUTO,Covers,73113,AMERICAN,VAN,CHRYSLER,4979.0,6504.0,5877.0,7524.0,4442.0,5963.0,8630.0,11585.0,75050,5525.0,No,1623,No
4314,2003,6,NISSAN,ALTIMA 2.5L I4 EFI,Bas,4D SEDAN S,SILVER,AUTO,Alloy,73045,TOP LINE ASIAN,MEDIUM,OTHER,4784.0,5900.0,5667.0,6872.0,4532.0,5709.0,5395.0,6666.0,75050,7540.0,No,986,Yes
4315,2005,4,DODGE,DAKOTA PICKUP 2WD V6,ST,EXT CAB 3.7L,GREY,AUTO,Alloy,83008,AMERICAN,SMALL TRUCK,CHRYSLER,5531.0,6765.0,8772.0,10339.0,5765.0,7068.0,9560.0,11143.0,75050,6860.0,No,1243,No
4316,2007,2,FORD,FOCUS,ZX4,4D SEDAN SES,GREEN,AUTO,Alloy,70940,AMERICAN,COMPACT,FORD,7336.0,8734.0,10892.0,11904.0,7365.0,8591.0,10930.0,12115.0,75050,5625.0,No,1155,Yes
4317,2007,2,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,BEIGE,AUTO,Alloy,72141,AMERICAN,LARGE,FORD,7866.0,9698.0,11765.0,13677.0,9205.0,11120.0,13011.0,14824.0,75050,6725.0,No,1506,No
4318,2005,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,BLACK,AUTO,Covers,79761,AMERICAN,MEDIUM,CHRYSLER,3858.0,5395.0,7314.0,8730.0,3704.0,5001.0,6939.0,8118.0,75050,3810.0,No,1389,No
4319,2002,7,SATURN,S SERIES,Other,4D SEDAN SL,BLUE,MANUAL,Covers,69328,AMERICAN,COMPACT,GM,2229.0,3057.0,4988.0,5633.0,2255.0,2893.0,5075.0,6056.0,75050,3040.0,No,1711,No
4320,2004,6,FORD,F150 PICKUP 2WD V8,XLT,CREW CAB 5.4L LARIAT,RED,AUTO,Alloy,81447,AMERICAN,LARGE TRUCK,FORD,10241.0,12231.0,15135.0,17153.0,10698.0,12652.0,15161.0,17159.0,75050,11405.0,No,853,No
4321,2004,6,DODGE,STRATUS V6,SE,4D SEDAN SE,MAROON,AUTO,Covers,58435,AMERICAN,MEDIUM,CHRYSLER,2587.0,3570.0,5857.0,7008.0,2871.0,4002.0,6225.0,7334.0,75050,5225.0,No,1086,No
4322,2006,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,BLUE,AUTO,Alloy,76913,AMERICAN,VAN,CHRYSLER,8891.0,11097.0,12650.0,14796.0,9741.0,12258.0,13185.0,15424.0,75050,7125.0,No,1623,No
4323,2007,3,MERCURY,MILAN 4C,Bas,4D SEDAN,GREY,AUTO,Covers,82915,AMERICAN,MEDIUM,FORD,8591.0,10354.0,12905.0,14801.0,10739.0,12110.0,13945.0,15356.0,75050,7125.0,No,853,No
4324,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,Covers,60951,AMERICAN,MEDIUM,GM,6226.0,7594.0,9946.0,11879.0,7281.0,8536.0,10281.0,12032.0,75050,7340.0,No,923,No
4325,2005,5,CHRYSLER,PACIFICA FWD,Tou,4D SPORT TOURING,GOLD,AUTO,Alloy,89188,AMERICAN,CROSSOVER,CHRYSLER,6785.0,8156.0,10125.0,12123.0,7681.0,9216.0,11226.0,12745.0,75050,7025.0,No,1503,No
4326,2005,5,CHEVROLET,COBALT,Bas,4D SEDAN,BEIGE,AUTO,Covers,63681,AMERICAN,COMPACT,GM,4135.0,5219.0,7174.0,8177.0,4580.0,5618.0,7278.0,8625.0,75050,5470.0,No,728,No
4327,2005,5,DODGE,DURANGO 2WD V8,SLT,4D SUV 4.7L SLT,RED,AUTO,Covers,51392,AMERICAN,MEDIUM SUV,CHRYSLER,7976.0,9644.0,12008.0,13689.0,7996.0,9410.0,12136.0,13371.0,75050,9295.0,No,1086,No
4328,2005,5,SATURN,VUE 2WD V6,Other,4D CUV 3.0L,BLACK,AUTO,Alloy,77348,AMERICAN,MEDIUM SUV,GM,5841.0,7899.0,9271.0,11184.0,5734.0,7412.0,9354.0,10798.0,75050,6970.0,No,1389,Yes
4329,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,Covers,49995,AMERICAN,MEDIUM,CHRYSLER,5628.0,6695.0,9226.0,10349.0,6068.0,7048.0,9387.0,10473.0,75050,6425.0,No,975,No
4330,2007,3,DODGE,CALIBER,Bas,4D WAGON,WHITE,AUTO,Covers,56071,AMERICAN,MEDIUM,CHRYSLER,6902.0,8124.0,10837.0,11874.0,7545.0,8869.0,10614.0,12056.0,75050,7240.0,No,754,No
4331,2006,4,FORD,FUSION V6,SE,4D SEDAN SE,MAROON,AUTO,Covers,83064,AMERICAN,MEDIUM,FORD,8142.0,9737.0,12015.0,13394.0,8628.0,10095.0,12057.0,13542.0,75050,7640.0,No,1373,No
4332,2006,4,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L,WHITE,AUTO,Covers,52769,AMERICAN,VAN,CHRYSLER,5395.0,6817.0,8104.0,10299.0,5768.0,7303.0,9717.0,11050.0,75050,6425.0,No,1251,No
4333,2004,6,KIA,OPTIMA V6,EX,4D SEDAN EX,WHITE,AUTO,Alloy,72726,OTHER ASIAN,MEDIUM,OTHER,3989.0,5177.0,6806.0,7866.0,3836.0,5097.0,6430.0,7649.0,75050,5825.0,No,803,No
4334,2001,9,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,MANUAL,Alloy,69813,AMERICAN,MEDIUM,CHRYSLER,2926.0,3864.0,5259.0,7117.0,2712.0,3519.0,4531.0,5729.0,75050,4410.0,No,1515,No
4335,2001,9,SATURN,L SERIES,Other,4D SEDAN L200,SILVER,AUTO,Covers,72695,AMERICAN,MEDIUM,GM,2377.0,3242.0,4864.0,5552.0,1963.0,2714.0,4784.0,5581.0,75050,5110.0,No,1806,No
4336,2002,8,MERCURY,SABLE,GS,4D SEDAN GS,BEIGE,AUTO,Covers,59416,AMERICAN,MEDIUM,FORD,2511.0,3620.0,4985.0,6409.0,2168.0,3196.0,4921.0,6219.0,75050,4660.0,No,1054,No
4337,2006,4,SUZUKI,FORENZA,Other,4D SEDAN,WHITE,AUTO,Covers,83086,OTHER ASIAN,MEDIUM,OTHER,3926.0,4827.0,6869.0,7797.0,3950.0,4967.0,7263.0,8388.0,75050,5325.0,No,594,Yes
4338,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,SILVER,AUTO,Covers,78644,AMERICAN,MEDIUM,CHRYSLER,8529.0,9811.0,11610.0,12840.0,7732.0,8871.0,10977.0,12094.0,75050,7840.0,No,1155,No
4339,2006,4,KIA,OPTIMA 4C,LX,4D SEDAN LX,RED,AUTO,Covers,57455,OTHER ASIAN,MEDIUM,OTHER,5393.0,6439.0,8221.0,9818.0,5137.0,6174.0,8558.0,9647.0,75050,7840.0,No,671,No
4340,2006,4,SUZUKI,RENO,Other,4D SEDAN S,BLACK,AUTO,Covers,55397,OTHER ASIAN,COMPACT,OTHER,3664.0,4328.0,6994.0,7515.0,3740.0,4372.0,7024.0,7588.0,75050,5110.0,No,505,No
